refDate,reporterISO,reporterDesc,flowDesc,partnerDesc,cmdCode,cmdDesc,qtyUnitAbbr,qty,isQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,primaryValue
2021-02-01,CHE,Switzerland,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,187892000.0,False,187892000.0,False,0.0,False,76566561.694
2021-02-01,TUN,Tunisia,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,61570425.0,False,61570425.0,False,0.0,False,27155649.404
2021-02-01,USA,USA,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,24514949289.0,False,24514949289.0,False,0.0,False,7497522794.0
2021-02-01,UKR,Ukraine,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,110896230.0,False,110896230.0,False,0.0,False,40654859.77
2021-02-01,GBR,United Kingdom,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,2255029610.0,False,2255029610.0,False,0.0,False,1034129497.926
2021-02-01,TZA,United Rep. of Tanzania,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,10.0,False,10.0,False,0.0,False,24.0
2021-02-01,URY,Uruguay,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,132167000.0,False,132167000.0,False,0.0,False,61139269.0
2021-02-01,UZB,Uzbekistan,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,21850240.0,False,21850240.0,False,0.0,False,8790244.0
2021-02-01,VNM,Vietnam,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,909951000.0,False,909951000.0,False,0.0,False,383818819.0
2021-03-01,AUS,Australia,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,1346393400.0,False,1346393400.0,False,1133151900.0,False,580985056.544
2021-03-01,BLR,Belarus,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,1410893000.0,False,1410893000.0,False,0.0,False,579867800.0
2021-03-01,BIH,Bosnia Herzegovina,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,65620.0,False,65620.0,False,0.0,False,41122.45
2021-03-01,BWA,Botswana,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,90237.0,False,91235.0,False,0.0,False,86697.833
2021-03-01,BRA,Brazil,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,545322328.377,True,545322328.377,True,0.0,False,254645213.0
2021-03-01,BGR,Bulgaria,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,477341000.0,False,477341000.0,False,0.0,False,212088479.85
