Time,AUD,CAD,EUR,GBP,IDR,KRW,MXN,PLN,USD,others
2021-01-22 00:00:00 UTC,535.73759712,332.02078742,20142.0889054499,2834.04826357997,449.94605511,605.304292102237,417.94747294,1045.34885892,100492.406154575,43.66607691
2021-01-23 00:00:00 UTC,130.64155564,37.65085279,6866.35273847001,1149.35864754,240.14790428,247.683079560218,123.01718153,974.51106566,35672.2052081396,18.55712118
2021-01-24 00:00:00 UTC,120.54249459,59.04055568,6597.57467192,1050.48915925,122.4948622,260.043793782757,141.04776027,846.1651886,30556.0925724083,24.4979868
2021-01-25 00:00:00 UTC,232.35290708,122.72148324,12403.34368761,1741.89666007,322.78784861,367.244534446595,220.64981601,844.60903049,54015.486358959,40.90741483
2021-01-26 00:00:00 UTC,160.83035833,167.64366304,11326.51537301,1725.31895673,207.78421449,227.376817045549,187.72580319,1322.45043668,54657.8220488772,25.95911804
2021-01-27 00:00:00 UTC,301.04654936,193.24805122,17110.46866889,3117.58283347,265.17822329,264.611149490176,263.39440832,872.03247112,100536.191031896,25.87760489
2021-01-28 00:00:00 UTC,225.63140781,173.0834682,12494.53820552,1705.3981189,213.45413774,271.421708097457,205.22132783,1341.8659451,75532.4630928065,37.19329945
2021-01-29 00:00:00 UTC,667.48265558,250.40347459,34334.88634978,5932.85969644997,503.20964273,540.873223393892,625.886566200001,933.56772924,163527.473797918,72.45489096
2021-01-30 00:00:00 UTC,189.07080047,74.53409589,8975.03621704,1913.48804776,204.38985297,342.893955967722,193.67978943,1056.47912548,44016.3233141213,35.23916423
2021-01-31 00:00:00 UTC,169.30127345,98.1921806,8417.97644447999,1536.01528941,167.08533121,299.420996738115,150.74977646,1174.04162067,32876.4410607507,24.56257859
2021-02-01 00:00:00 UTC,324.49913704,117.28142501,10161.1894313,1374.72199027,207.7509495,339.216573699941,304.85461008,1150.22556898,43385.2703309701,55.556578630000004
2021-02-02 00:00:00 UTC,268.53376725,157.49482347,11427.5086305,1607.5826371,179.25130732,270.987855398618,265.01960205,987.64318476,41330.6478894495,45.209331520000006
2021-02-03 00:00:00 UTC,240.40114609,188.00149072,12581.17962821,1769.49342434,278.50743083,311.978409822598,246.22421963,1023.69932798,51010.7494585522,39.477582240000004
2021-02-04 00:00:00 UTC,290.89320191,186.82391012,13276.16440291,2320.009533,274.96949629,476.896771166525,232.18822156,1039.70466604,60384.6336348227,29.834993100000002
2021-02-05 00:00:00 UTC,154.24018309,164.74495279,8190.86717903,1304.13949369,184.43025087,218.26744039165,149.86534097,846.62169292,31629.5406077142,26.56764161
2021-02-06 00:00:00 UTC,302.62514829,218.8285928,13295.83543067,2363.66241933,292.02102149,458.783532851178,242.19866512,896.639225370001,57701.3822075141,35.10403791
2021-02-07 00:00:00 UTC,188.61223256,110.58405906,9785.29487551001,1901.14349351,164.97367341,206.355822511377,135.83196899,844.41912964,40734.9728202609,31.05136484
2021-02-08 00:00:00 UTC,613.98332134,305.52522794,26355.1790902799,4425.01832385994,459.134537,609.632600984249,521.14514384,1278.35029721,110860.762008135,70.47680864
2021-02-09 00:00:00 UTC,499.86508753,197.35359295,19113.13802105,3702.27957964995,342.6112581,586.548559272821,351.58201415,891.15969919,78871.4220928803,47.23574701
2021-02-10 00:00:00 UTC,332.77795496,147.64238846,13616.43245865,2084.41447143998,266.66314151,336.780776897319,296.86212219,1018.04817685,52264.5658127158,32.69943755999999
2021-02-11 00:00:00 UTC,275.10875341,202.73451927,15841.50922742,2569.85106134998,284.37444611,357.558833970665,238.57964027,915.83375308,56560.791386852,33.52345412
2021-02-12 00:00:00 UTC,229.94614757,165.37068545,11198.32976856,1924.59436168999,176.06537178,281.885055133402,156.59792843,790.43298514,48289.0329514929,30.044524409999998
2021-02-13 00:00:00 UTC,216.33533607,112.60782032,6275.14939198001,1156.45928256,113.78895237,254.218896397345,113.6308601,575.40448012,24368.5815140342,23.59910865
2021-02-14 00:00:00 UTC,246.75840731,116.38722395,8716.32662858,1662.09223364,237.84876357,294.565532440248,116.23135041,903.03354877,32885.8993288697,23.30119145
2021-02-15 00:00:00 UTC,385.37187425,176.27954858,11007.30492162,1312.25959142999,233.6182215,414.724330566334,207.3458405,1041.98266063,42988.2304831593,37.03715407
2021-02-16 00:00:00 UTC,266.07919485,91.60264997,12520.33551513,1715.94895751999,229.53914718,361.182893333352,217.64330401,1261.86074123,53448.7403139826,45.40430071
2021-02-17 00:00:00 UTC,326.87597274,141.20576126,14211.58848716,1743.30011089,337.08021871,363.176898749369,263.61892065,1304.52649119,55006.34235582,29.933186130000003
2021-02-18 00:00:00 UTC,192.61837338,87.67488694,8575.92568745001,1317.03307149,166.32406124,272.221764975126,156.70865166,1102.47661458,33619.1928865541,29.24078891
2021-02-19 00:00:00 UTC,270.14601209,190.00793874,13493.86208641,2148.3203408,284.39004674,414.426951454642,249.24319646,991.75277108,60383.6770483923,31.47488168
2021-02-20 00:00:00 UTC,260.43396851,155.54360253,10797.24538491,1852.91793515999,279.05467019,445.374094207751,176.55630757,918.72256882,45731.1766411381,34.05744688
2021-02-21 00:00:00 UTC,190.28252486,90.97497985,6220.48326895001,1158.93313789,153.83351187,274.440027617993,117.02052782,945.41979098,28830.2207128204,17.580008839999987
2021-02-22 00:00:00 UTC,598.11628924,249.8101101,29814.8272447499,4427.90414062995,542.86877046,675.9802406217,644.940974560001,875.52478902,110157.349110173,56.98132272000001
2021-02-23 00:00:00 UTC,890.37972898,295.5937279,37122.6578963598,4979.05874568993,703.70642954,590.412419581721,673.265907010001,1037.68074158,141858.337761636,80.35982508
2021-02-24 00:00:00 UTC,444.79177503,201.47390121,17262.04627416,2246.37425501,261.6146607,332.129861563052,320.40535077,956.35959688,62930.1610975192,42.35579726
2021-02-25 00:00:00 UTC,288.61865742,150.37856324,12032.05109948,1662.89472383,184.88783474,383.515478283985,214.20690856,849.112844580001,56038.4973101047,35.5767204
2021-02-26 00:00:00 UTC,335.48435033,184.21977428,15862.3180929,2430.00607157,338.4726382,383.272498465748,275.03328382,834.93889139,79983.3364132502,56.752649170000005
2021-02-27 00:00:00 UTC,171.79729463,58.15027571,6629.34778622,1045.29394013,137.19873637,207.158037545847,85.03377512,931.63170399,32381.8124469408,21.84801939
2021-02-28 00:00:00 UTC,223.58068995,170.14581011,12287.36829319,2027.95087188,214.46296879,410.798032833022,156.50440178,909.97876354,50824.7621756045,29.322002319999996
2021-03-01 00:00:00 UTC,216.9636409,171.02857144,11973.27347832,1792.53122236,194.96782444,315.070723096119,225.61601435,782.57931564,53327.8135093496,29.279800899999998
2021-03-02 00:00:00 UTC,171.15015089,145.83712299,9283.51338919999,1322.5901243,165.63599792,239.795692168159,169.07233141,948.16222928,37637.4427853912,24.038009430000002
2021-03-03 00:00:00 UTC,232.99624356,166.82909925,11748.91688337,1508.62154252,149.6143461,278.40148529396,203.66633303,1148.94692556,45049.1298295768,25.69568714
2021-03-04 00:00:00 UTC,206.20071555,162.20174652,11050.36068504,1523.54432676,164.21556262,273.308038401775,188.04061682,946.324795720001,44836.6141530384,16.77793414
2021-03-05 00:00:00 UTC,184.42060344,89.08546379,10587.28033357,1707.01860937,142.04311337,208.955968418056,204.1156078,793.10586293,49566.3524080802,15.680780259999999
2021-03-06 00:00:00 UTC,65.59696762,34.84618436,4683.73659572,719.59976317,54.92010775,154.249075262185,73.46711346,1020.9495239,22443.0538700495,14.82919929
2021-03-07 00:00:00 UTC,171.05173188,50.83895718,7385.20350796,926.890453410001,135.99301447,218.680291558067,100.63170601,914.91390106,27609.4012850063,22.4890508
2021-03-08 00:00:00 UTC,197.36006838,62.13044272,8529.69961528,1295.31741872,101.77463902,231.208948960619,148.12983125,1107.16006336,35974.3688567465,19.39445772
2021-03-09 00:00:00 UTC,209.22795373,124.65308814,9958.50296405,1400.72480424,152.89055812,376.34706411359,159.76365409,997.705787890001,42626.0606517369,28.54571866
2021-03-10 00:00:00 UTC,241.47907136,120.90969507,12856.57911884,1936.47823535,195.93865752,374.861826393562,203.52796538,1137.6410494,56476.0300586895,26.85197297
2021-03-11 00:00:00 UTC,190.18828952,113.42684436,10869.04739743,1562.28860327,145.40028141,258.835066276358,151.04544183,1129.18134639,47756.1159410343,21.146509000000002
2021-03-12 00:00:00 UTC,167.28206046,100.34812149,10871.49872041,1197.97714979,165.51891547,261.648427750917,129.0971246,1014.20168527,43271.0761767512,20.78166006
2021-03-13 00:00:00 UTC,243.51646947,117.92569437,10152.89663601,1561.13130501,159.24094053,285.289224666361,198.56257537,808.90411568,51431.2732299195,22.883995770000002
2021-03-14 00:00:00 UTC,150.54733843,54.07663875,5437.19604955,1059.94999589,99.11857261,193.985551299837,100.01025474,1123.87209177,27632.0044777342,16.39001487
2021-03-15 00:00:00 UTC,367.97076028,138.7698505,13607.1872156,2171.08139152998,205.44468956,489.31225967548,179.48313772,1028.61532814,62644.9747987946,37.78118298
2021-03-16 00:00:00 UTC,261.44508838,149.33069676,9665.45587388998,1468.45577398,210.6596457,372.440331712669,232.6712279,1293.42516825,50753.5305015527,25.45703894
2021-03-17 00:00:00 UTC,224.72119851,60.93926958,9095.19733079,1385.38534006,145.78529137,344.85397652586,163.58845407,1296.82802059,48031.6378871019,25.44265163
2021-03-18 00:00:00 UTC,119.59374116,85.76892166,8085.74201843,1318.08451862,162.97933216,260.189628492538,145.40729297,1281.65221415,41499.2900688246,20.478663689999998
2021-03-19 00:00:00 UTC,132.52283754,58.77342312,6247.96793708,1017.09441032,107.05726903,252.928082602275,113.24159319,1172.26418982,31432.8062467156,21.54909745
2021-03-20 00:00:00 UTC,81.76098397,44.15775172,4568.15539143,750.15587951,72.88736571,237.534442030876,55.2310014,1181.01552948,22616.1982770224,16.54571576000001
2021-03-21 00:00:00 UTC,116.62638457,47.81862485,6294.31360011,1170.37329184,134.32228456,227.662346470167,81.02280226,1100.98309414,28517.4118139603,18.99055431
2021-03-22 00:00:00 UTC,195.21304547,61.18726271,8893.32756326999,1271.4287215,164.69586736,256.032153546388,157.62282671,1231.02752857,42515.9981952766,44.3411645
2021-03-23 00:00:00 UTC,161.19808732,69.78394173,9106.76549451,1387.69247311,254.69623607,335.661062982611,135.62171251,1065.29609951,37811.7398743637,21.83876566
2021-03-24 00:00:00 UTC,215.1630374,130.76399731,12327.72962107,1860.63254479999,215.80054672,325.563017481244,181.18013926,1119.43682198,55491.1750217212,27.43220934
2021-03-25 00:00:00 UTC,302.32118877,133.05177557,12787.47676179,2033.43870838,268.82691018,309.742378184285,197.88790896,1121.18192217,55566.4466854301,25.40116152
2021-03-26 00:00:00 UTC,146.58460704,88.93971577,6482.69770777999,983.32340187,81.3598335000001,223.295941430441,123.44319238,1088.43817106,33327.4789145583,18.909215179999997
2021-03-27 00:00:00 UTC,110.30544925,41.25335591,5294.68419845,735.96964631,79.13509143,150.250428136407,64.9254321700001,1011.75911639,22368.0552097863,15.701891329999999
2021-03-28 00:00:00 UTC,79.14321158,42.56541041,3754.08161762,617.53983312,49.51492708,113.116889528669,84.35271595,1192.86755919,19657.7242553522,12.37130796
2021-03-29 00:00:00 UTC,137.35649433,76.46623875,8360.46086608999,1128.6989002,135.79670662,265.396593398254,157.95946231,1081.6842094,40152.5592776241,26.057918719999996
2021-03-30 00:00:00 UTC,147.55013734,65.89797033,6828.27573402,899.091750290001,125.39961692,265.439901894048,114.69633604,1265.60639526,31451.938751149,19.970489750000002
2021-03-31 00:00:00 UTC,128.60362461,62.101389,8754.78081582,1385.67701821,136.100786,341.412295928775,151.42089502,1223.4106954,37429.325357347,28.5114288
2021-04-01 00:00:00 UTC,113.95703193,42.02054183,4555.70575949,741.23060974,100.28394299,311.372811666985,77.49207233,1102.84168738,21877.9189376034,20.13174699
2021-04-02 00:00:00 UTC,109.79185346,48.61569247,5600.72111065,736.3314327,110.66417434,292.581670098352,65.92090458,1026.49162013,25058.8601923825,19.92440306
2021-04-03 00:00:00 UTC,114.18360218,51.44231243,4295.84205304,849.14208548,133.87651674,329.15199678668,60.60931212,903.86056503,21118.0829324621,22.894981549999997
2021-04-04 00:00:00 UTC,67.75806394,29.07822515,3256.95141572,568.343248330001,79.84751487,175.60783501369,40.56506592,1054.48708463,15480.1372362176,17.68465656
2021-04-05 00:00:00 UTC,147.2864056,59.74106407,4511.58970328,688.38878426,178.32330405,402.976460028158,102.49836802,893.94678272,21493.3567867043,26.34865367
2021-04-06 00:00:00 UTC,147.81471485,66.35895185,5552.3173023,725.57650884,137.77204644,465.956138147246,112.04808554,1223.09726802,22192.6968020555,26.01805299
2021-04-07 00:00:00 UTC,206.43015868,58.89906216,8627.17148468999,1294.60844998,271.51721584,790.074721334267,140.54829177,1004.21107762,39408.8429074516,29.90077357
2021-04-08 00:00:00 UTC,88.98147643,74.40169521,4491.03543462,648.35184316,88.62037228,489.326108162299,87.92369095,1006.53335241,20581.0224214511,22.14604648000001
2021-04-09 00:00:00 UTC,86.18227563,123.18856119,3602.90952722,535.98557303,112.9139553,300.478305681983,78.0483806499999,995.17864508,18591.1447865491,26.87138237
2021-04-10 00:00:00 UTC,218.42660763,68.87289626,7477.10995029,937.849787940001,189.60972253,399.051677017287,128.72482332,1197.48443327,33867.6999643693,30.88505404
2021-04-11 00:00:00 UTC,75.2403135,39.81070471,3612.80148775,623.936971219999,51.52345673,269.045769011433,42.140332,1176.53107984,17202.840152547,21.5812618
2021-04-12 00:00:00 UTC,156.0650729,57.31518552,8241.47912612999,690.78722879,156.14366358,231.65996622875,92.75654789,1211.00670809,25677.7061929167,22.52107895
2021-04-13 00:00:00 UTC,193.9752028,112.93301332,9838.03058688,1221.03695391,265.38862669,484.705781346683,177.22078718,1213.86385227,43449.6308031852,33.70082056
2021-04-14 00:00:00 UTC,240.56012184,96.68295223,10287.08351747,1439.37130782,207.59253116,528.675670999462,175.74624702,1001.82218633,48972.5279260874,23.09156146
2021-04-15 00:00:00 UTC,129.42385633,63.71666482,5296.51059288,710.427912459999,116.01245679,334.096072075218,107.6439077,953.55165428,25346.8206538015,21.664243029999998
2021-04-16 00:00:00 UTC,218.15370982,90.50323712,9348.01854494999,1473.58292418,191.51202815,494.949294031424,153.0914936,961.29122164,45893.4195390447,24.27361596
2021-04-17 00:00:00 UTC,132.82792473,56.93051923,4861.12042468,766.047157539999,77.78532343,514.188681368757,78.4914774599999,1066.98359055,25724.7091996909,20.75407864999999
2021-04-18 00:00:00 UTC,550.85286141,177.21196931,23687.1559596799,4093.92329924999,319.43780862,787.261316228204,224.19699101,1272.26545443,95501.1885873465,54.07426473
2021-04-19 00:00:00 UTC,248.95327391,113.96852404,9576.35820374,1899.71624528,264.81642021,605.480635533204,170.27521991,1326.6275262,40260.2992843783,29.864858939999998
2021-04-20 00:00:00 UTC,271.2168606,104.92244409,11102.52819987,1627.91818798,182.68241243,616.571216150344,164.05334748,1078.41445055,43204.5826729699,41.48568316
2021-04-21 00:00:00 UTC,154.17871682,66.20677358,7349.80038149,1099.61163661,180.82358713,285.303524206641,183.55801907,1219.66321257,34192.1960154714,23.81601748
2021-04-22 00:00:00 UTC,265.3189663,114.86639982,13945.58838583,2098.53296468,226.87844421,714.336273891821,251.58007506,1357.58093768,65792.6296657845,31.68810773
2021-04-23 00:00:00 UTC,390.56103069,165.04873064,22686.3742611099,3167.28665458999,337.22250896,772.350348017838,302.13953138,1385.53932936,83569.4959348122,48.02636607
2021-04-24 00:00:00 UTC,100.30487527,46.41614272,7078.2460582,1045.98799901,99.6739131,336.119256748882,113.01160119,1146.02332665,26803.897848165,31.03482977
2021-04-25 00:00:00 UTC,130.2524523,64.11434475,6827.18762105999,1119.61484497,118.82855411,367.867788154249,104.63634048,1299.0738034,35951.4479743851,19.605538420000002
2021-04-26 00:00:00 UTC,188.109824,104.12648177,10962.16649885,1401.87176012,150.43201842,429.870789822537,159.38943786,1123.55213105,44445.662570026,22.88686964
2021-04-27 00:00:00 UTC,134.28885769,52.3539306,6191.20710909,919.72232166,104.18500939,252.303053494723,105.30955438,1112.807479,30284.6835108902,20.363972439999998
2021-04-28 00:00:00 UTC,138.38865323,48.34045374,6662.42817126,981.783412310001,85.51632001,291.557408629666,119.37869659,1144.80520146,32458.3266337312,20.25676025
2021-04-29 00:00:00 UTC,110.29647327,37.03781529,6377.39435150001,901.10376453,110.67159834,218.246171234714,115.60345085,1094.21287969,32223.0516822903,15.82122549
2021-04-30 00:00:00 UTC,120.44811419,54.82134396,8217.79837833,1168.78065344,114.98339185,267.060330641581,156.93543085,1106.80784753,36084.3654371417,18.99844366
2021-05-01 00:00:00 UTC,81.95730653,38.21652986,4687.65453668,854.926616840001,75.46386671,197.795078849673,78.13200012,1030.93026328,20951.199261184,19.46801806
2021-05-02 00:00:00 UTC,68.27439799,40.22480902,3554.3260758,743.50372601,59.68305437,163.01745602098,57.69085464,1092.30437198,16872.8089726768,25.02206353
2021-05-03 00:00:00 UTC,120.79999496,85.3179656099999,6770.28789002001,1071.75878595,114.78445889,255.96311148631,151.66209931,1142.16726927,32539.0438930072,24.92437756
2021-05-04 00:00:00 UTC,268.99231213,97.62094663,11290.09914949,1813.53082123,107.23491872,458.344825133167,232.73222842,1158.23843567,49187.8433749012,27.81298544
2021-05-05 00:00:00 UTC,131.25172664,98.24381247,9634.94141150001,1241.74246277,143.78918452,323.438734429224,130.84713885,1248.96073159,44044.8608741586,24.402785400000003
2021-05-06 00:00:00 UTC,129.57902364,78.24026577,7176.61036221,1299.10665415,104.0271252,504.842933714246,152.86466011,1269.16987867,39534.7508935291,32.73914633
2021-05-07 00:00:00 UTC,126.3607253,124.16802555,6499.08193130001,948.45726813,108.3862761,594.680102683294,128.69601162,982.82133204,35999.5512643978,26.694017369999997
2021-05-08 00:00:00 UTC,177.65473983,92.19769001,7347.84448149,1044.46326779,127.49147244,356.749850325051,92.55586631,1095.7183336,31853.9721563382,24.982479409999996
2021-05-09 00:00:00 UTC,183.87780427,37.91181576,5799.77986738,939.153589280003,168.99155642,307.866634531794,62.6373527400001,1073.83388263,34819.4239405274,28.14936663
2021-05-10 00:00:00 UTC,278.50971295,126.74886613,11447.5337212,1651.74645095,184.70329078,476.123713151744,175.27587038,1155.60125007,54214.0334965464,36.911483309999994
2021-05-11 00:00:00 UTC,140.93050292,122.15959895,8116.32260544999,1171.14582548,182.07573166,477.573326455468,133.12441617,1188.00404966,32872.3868826785,19.56180107
2021-05-12 00:00:00 UTC,259.07834489,112.36287582,9595.25296254998,913.272886359999,198.65597058,566.147855865777,218.72706967,1142.33381121,45816.9256693195,40.38199199
2021-05-13 00:00:00 UTC,493.67777105,215.64781198,24020.9647774699,3632.61641966998,537.74393998,796.634461334819,435.03705935,1111.4808651,93555.7072717597,48.96674456
2021-05-14 00:00:00 UTC,379.63815019,84.55960994,9270.88772021999,1516.60396074,152.92253313,437.850588946418,231.68260929,779.69192062,39625.0618008888,24.43883903
2021-05-15 00:00:00 UTC,312.33817721,78.43821076,9866.43620776,1607.56752528,169.75521208,493.45030776624,121.27051069,1298.81310284,43137.1565129515,25.946388230000004
2021-05-16 00:00:00 UTC,338.62557198,99.42511318,14057.6421125399,2817.18489421997,231.25222308,709.617150673853,151.71349642,1354.04552547,67161.6080493398,37.93109219
2021-05-17 00:00:00 UTC,572.1062532,217.36919414,22484.08350427,3875.95710982,336.6161183,787.562381714355,309.06703777,1461.1244588,112572.572427139,36.62147103
2021-05-18 00:00:00 UTC,229.29006449,86.04022587,14070.90418648,1800.84233849,179.98981996,494.819738965506,261.54598844,1367.38214305,57067.1101203474,26.56901611
2021-05-19 00:00:00 UTC,1216.71406268,363.27552259,58464.4434377598,9655.9808919999,625.11953707,1180.49982656752,853.31279591,1127.1828264,262304.757195901,92.24961666
2021-05-20 00:00:00 UTC,657.31599246,193.73309038,29728.3242867799,8281.61542398993,379.00048683,711.357221749859,481.13370246,1350.32441922,113675.458113999,46.88465428
2021-05-21 00:00:00 UTC,691.89743262,209.27212948,29275.3317672299,8661.77164158989,236.42635775,812.226527583919,416.86951445,1585.69953732,117966.79271678,61.306516419999994
2021-05-22 00:00:00 UTC,247.18619941,75.18886421,14186.62708997,2895.4694911,217.90351144,612.020466448396,122.80689894,1052.78650459,60916.088398835,32.1523457
2021-05-23 00:00:00 UTC,416.47905588,267.1428637,29419.9737592897,6502.26096517988,290.65037329,904.616879346137,228.97432546,1128.392124,111767.251608292,57.787191379999996
2021-05-24 00:00:00 UTC,348.96094531,158.1826657,22252.20133143,4212.91996289999,187.58450817,836.340191306041,225.78667583,1833.82994373,86211.9909945174,39.19243676
2021-05-25 00:00:00 UTC,231.29985245,94.0095257,13998.90826107,2589.42143086,222.96406945,490.113243123704,159.94611695,1582.30741559,52357.41954577,28.897842110000003
2021-05-26 00:00:00 UTC,178.98037915,86.61083762,13311.66038734,2431.66825937,158.94619624,438.23504444168,183.14207651,1320.68522602,50571.9404199157,18.56722692
2021-05-27 00:00:00 UTC,162.99783808,64.38273204,9676.14149701002,1376.87410769,164.93314462,346.447355828183,141.40245192,1502.29203823,37619.8629154487,17.0375552
2021-05-28 00:00:00 UTC,253.83248889,108.33089863,16832.68936264,3186.69999725,192.53658496,464.284671115389,229.99705882,1499.00053604,65749.9932639679,27.74443815
2021-05-29 00:00:00 UTC,148.44425725,85.57986633,13919.10058692,2185.5674334,133.18943007,368.276320077,113.93492482,1186.57294657,48913.1734834856,21.57976316
2021-05-30 00:00:00 UTC,136.11181866,63.41199265,9049.54869213001,1101.64350492,102.80072131,356.852558130211,73.92174861,1092.63580627,31336.0160818602,16.57889585
2021-05-31 00:00:00 UTC,117.64029606,56.8279246,10334.73440862,1383.69218167,143.18403151,264.213774752759,135.39237823,1590.65706899,38338.5833597623,23.29113991
2021-06-01 00:00:00 UTC,88.22227654,75.17249431,7772.26327045,1102.25294321,126.37770055,317.466591052859,166.35324763,1345.84335675,33699.0594644931,19.64788857
2021-06-02 00:00:00 UTC,111.22620784,76.67928087,7228.13556002,855.278845630001,141.19282494,280.533543716443,134.33729554,1340.23142163,30545.9579909934,19.90793909
2021-06-03 00:00:00 UTC,112.91770823,64.92201004,6909.15406191001,1027.5891222,124.99712922,293.122050899213,145.24984627,1202.5428864,31257.7452062454,19.54916393
2021-06-04 00:00:00 UTC,162.92490254,76.80379825,10201.31312463,1258.51752178,98.76968727,388.742246270326,197.81272967,1710.54100792,37454.3999880843,33.10154603
