refDate,reporterISO,reporterDesc,flowDesc,partnerDesc,cmdCode,cmdDesc,qtyUnitAbbr,qty,isQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,primaryValue,value_per_unit
2021-01-01,AND,Andorra,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,13.41,False,13.41,False,0.0,False,722829.581,53902.280462341536
2021-01-01,AND,Andorra,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,2.73,False,2.73,False,0.0,False,130611.026,47842.86666666667
2021-01-01,AND,Andorra,Import,World,710813,"Metals; gold, semi-manufactured",kg,10.68,False,10.68,False,0.0,False,592218.554,55451.175468164794
2021-01-01,ARG,Argentina,Import,World,284330,Gold compounds,kg,1.06,False,1.06,False,0.0,False,18654.52,17598.603773584906
2021-01-01,ARG,Argentina,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,3.5,False,3.5,False,0.0,False,3985.54,1138.7257142857143
2021-01-01,ARG,Argentina,Import,World,710813,"Metals; gold, semi-manufactured",kg,3.5,False,3.5,False,0.0,False,3985.54,1138.7257142857143
2021-01-01,ARM,Armenia,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,82.119,False,82.125,False,0.0,False,4918418.2,59893.790718347766
2021-01-01,ARM,Armenia,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,82.112,False,82.115,False,0.0,False,4916884.91,59880.22347525332
2021-01-01,ARM,Armenia,Import,World,710813,"Metals; gold, semi-manufactured",kg,0.008,False,0.01,False,0.0,False,1533.29,191661.25
2021-01-01,AUS,Australia,Import,World,284330,Gold compounds,kg,0.689,False,0.689,False,0.0,False,40992.553,59495.72278664732
2021-01-01,AUS,Australia,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,6106.398,True,6106.398,True,0.0,False,344720008.072,56452.26663443818
2021-01-01,AUS,Australia,Import,World,710811,"Metals; gold, non-monetary, powder",kg,12.134,True,12.134,True,25.0,False,679493.521,55999.13639360474
2021-01-01,AUS,Australia,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,6066.745,True,6066.745,True,0.0,False,342519199.873,56458.47977342051
2021-01-01,AUS,Australia,Import,World,710813,"Metals; gold, semi-manufactured",kg,27.52,True,27.52,True,0.0,False,1521314.677,55280.32983284884
2021-01-01,AZE,Azerbaijan,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,5.0,False,5.0,False,0.0,False,298012.3,59602.46
2021-01-01,AZE,Azerbaijan,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,5.0,False,5.0,False,0.0,False,298012.3,59602.46
2021-01-01,BEL,Belgium,Import,World,284330,Gold compounds,kg,14.66,False,14.66,False,0.0,False,235628.216,16072.866030013642
2021-01-01,BEL,Belgium,Import,World,710811,"Metals; gold, non-monetary, powder",kg,0.1,False,0.1,False,0.0,False,892.622,8926.22
2021-01-01,BOL,Bolivia (Plurinational State of),Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,2.5,False,5.0,False,0.0,False,108366.66,43346.664000000004
2021-01-01,BOL,Bolivia (Plurinational State of),Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,1.1,False,3.0,False,0.0,False,68150.57,61955.06363636364
2021-01-01,BOL,Bolivia (Plurinational State of),Import,World,710813,"Metals; gold, semi-manufactured",kg,1.4,False,2.0,False,0.0,False,40216.09,28725.77857142857
2021-01-01,BIH,Bosnia Herzegovina,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,0.01,False,0.01,False,0.0,False,97.47,9747.0
2021-01-01,BIH,Bosnia Herzegovina,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,0.01,False,0.01,False,0.0,False,97.47,9747.0
2021-01-01,BRA,Brazil,Import,World,284330,Gold compounds,kg,0.07,True,0.07,True,0.0,False,2133.0,30471.42857142857
2021-01-01,BRA,Brazil,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,60.752,True,60.752,True,0.0,False,631026.0,10386.917303134052
2021-01-01,BRA,Brazil,Import,World,710811,"Metals; gold, non-monetary, powder",kg,0.003,True,0.003,True,0.0,False,151.0,50333.333333333336
2021-01-01,BRA,Brazil,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,0.324,True,0.324,True,0.0,False,18356.0,56654.32098765432
2021-01-01,BRA,Brazil,Import,World,710813,"Metals; gold, semi-manufactured",kg,60.425,True,60.425,True,0.0,False,612519.0,10136.847331402565
2021-01-01,BGR,Bulgaria,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,67.712,False,68.012,False,0.0,False,4000473.966,59080.72374172968
2021-01-01,BGR,Bulgaria,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,25.461,False,25.0,False,0.0,False,1532303.83,60182.38992969641
2021-01-01,BGR,Bulgaria,Import,World,710813,"Metals; gold, semi-manufactured",kg,42.251,False,43.012,False,0.0,False,2468170.136,58416.845423776955
2021-01-01,KHM,Cambodia,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,9260.0,False,9260.0,False,0.0,False,552338446.65,59647.780415766734
2021-01-01,KHM,Cambodia,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,9260.0,False,9260.0,False,0.0,False,552338446.65,59647.780415766734
2021-01-01,CAN,Canada,Import,World,284330,Gold compounds,kg,65.112,True,65.112,True,0.0,False,795216.792,12213.060449686694
2021-01-01,CAN,Canada,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,34965.19,False,34965.19,False,0.0,False,767032369.81,21937.028507781593
2021-01-01,CAN,Canada,Import,World,710811,"Metals; gold, non-monetary, powder",kg,0.197,False,0.197,False,0.0,False,2162.387,10976.583756345179
2021-01-01,CAN,Canada,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,34919.374,False,34919.374,False,0.0,False,764450400.486,21891.870125907753
2021-01-01,CAN,Canada,Import,World,710813,"Metals; gold, semi-manufactured",kg,45.619,False,45.619,False,0.0,False,2579806.937,56551.15055130538
2021-01-01,CHL,Chile,Import,World,284330,Gold compounds,kg,0.004,False,0.004,False,0.0,False,337.75,84437.5
2021-01-01,CHL,Chile,Import,World,710813,"Metals; gold, semi-manufactured",kg,0.73,False,0.73,False,0.0,False,386.96,530.0821917808219
2021-01-01,CHN,China,Import,World,284330,Gold compounds,kg,66.778,False,66.778,False,0.0,False,1828766.0,27385.755787834314
2021-01-01,CHN,China,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,9874.528,False,9874.528,False,0.0,False,555991059.0,56305.58331496958
2021-01-01,CHN,China,Import,World,710811,"Metals; gold, non-monetary, powder",kg,20.0,False,20.0,False,0.0,False,1280077.0,64003.85
2021-01-01,CHN,China,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,8995.308,False,8995.308,False,0.0,False,509958952.0,56691.66103039495
2021-01-01,CHN,China,Import,World,710813,"Metals; gold, semi-manufactured",kg,859.22,False,859.22,False,0.0,False,44752030.0,52084.483601405926
2021-01-01,HKG,"China, Hong Kong SAR",Import,World,284330,Gold compounds,kg,702.0,False,702.0,False,0.0,False,7635722.368,10877.09739031339
2021-01-01,HKG,"China, Hong Kong SAR",Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,25929.0,False,25929.0,False,0.0,False,1480601680.806,57102.15129029272
2021-01-01,HKG,"China, Hong Kong SAR",Import,World,710811,"Metals; gold, non-monetary, powder",kg,1.0,False,1.0,False,0.0,False,7381.223,7381.223
2021-01-01,HKG,"China, Hong Kong SAR",Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,25849.0,False,25849.0,False,0.0,False,1478223592.503,57186.87734546791
2021-01-01,HKG,"China, Hong Kong SAR",Import,World,710813,"Metals; gold, semi-manufactured",kg,79.0,False,79.0,False,0.0,False,2370707.08,30008.950379746835
2021-01-01,MAC,"China, Macao SAR",Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,2.407,True,2.407,True,0.0,False,162932.278,67691.01703365185
2021-01-01,MAC,"China, Macao SAR",Import,World,710813,"Metals; gold, semi-manufactured",kg,2.407,True,2.407,True,0.0,False,162932.278,67691.01703365185
2021-01-01,COL,Colombia,Import,World,284330,Gold compounds,kg,2.92,False,2.92,False,0.0,False,98952.64,33887.890410958906
2021-01-01,HRV,Croatia,Import,World,284330,Gold compounds,kg,0.1,False,0.1,False,0.0,False,703.0,7030.0
2021-01-01,HRV,Croatia,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,34.185,False,36.08,False,0.0,False,1638084.0,47918.20974111452
2021-01-01,HRV,Croatia,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,7.318,False,8.018,False,0.0,False,452810.0,61876.1956818803
2021-01-01,HRV,Croatia,Import,World,710813,"Metals; gold, semi-manufactured",kg,26.867,False,28.062,False,0.0,False,1185274.0,44116.350913760376
2021-01-01,CYP,Cyprus,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,1.157,False,2.0,False,0.0,False,41948.052,36255.87899740709
2021-01-01,CZE,Czechia,Import,World,284330,Gold compounds,kg,74.521,False,75.329,False,0.0,False,2338822.0,31384.737188175146
2021-01-01,CZE,Czechia,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,411.553,False,409.613,False,0.0,False,19938442.0,48446.83916773781
2021-01-01,CZE,Czechia,Import,World,710811,"Metals; gold, non-monetary, powder",kg,0.004,False,0.004,False,0.0,False,445.0,111250.0
2021-01-01,CZE,Czechia,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,87.029,False,86.218,False,0.0,False,5045601.0,57976.088430293355
2021-01-01,CZE,Czechia,Import,World,710813,"Metals; gold, semi-manufactured",kg,324.52,False,323.391,False,0.0,False,14892396.0,45890.5337113275
2021-01-01,DNK,Denmark,Import,World,284330,Gold compounds,kg,22.051,False,19.0,False,0.0,False,1370959.336,62172.20697474037
2021-01-01,DNK,Denmark,Import,World,710811,"Metals; gold, non-monetary, powder",kg,0.001,False,1.0,False,0.0,False,283.864,283863.99999999994
2021-01-01,DNK,Denmark,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,1.851,False,6.0,False,0.0,False,41936.262,22656.00324149109
2021-01-01,DOM,Dominican Rep.,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,246.439,False,317.341,False,0.0,False,8535374.263,34634.83565101303
2021-01-01,DOM,Dominican Rep.,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,3.0,False,6.0,False,0.0,False,233584.389,77861.463
2021-01-01,DOM,Dominican Rep.,Import,World,710813,"Metals; gold, semi-manufactured",kg,243.439,False,311.341,False,0.0,False,8301789.875,34102.135956030055
2021-01-01,EGY,Egypt,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,163.978,True,163.978,True,0.0,False,9277136.351,56575.493974801495
2021-01-01,EGY,Egypt,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,163.77,True,163.77,True,0.0,False,9267388.188,56587.82553581241
2021-01-01,EGY,Egypt,Import,World,710813,"Metals; gold, semi-manufactured",kg,0.208,True,0.208,True,0.0,False,9748.163,46866.16826923077
2021-01-01,SLV,El Salvador,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,0.5,False,0.5,False,0.0,False,2132.82,4265.64
2021-01-01,SLV,El Salvador,Import,World,710813,"Metals; gold, semi-manufactured",kg,0.5,False,0.5,False,0.0,False,2132.82,4265.64
2021-01-01,EST,Estonia,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,270.022,False,270.021,False,0.0,False,16251884.91,60187.2621860441
2021-01-01,EST,Estonia,Import,World,710811,"Metals; gold, non-monetary, powder",kg,0.009,False,0.009,False,0.0,False,142.29,15810.0
2021-01-01,EST,Estonia,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,268.693,False,268.692,False,0.0,False,16242675.52,60450.68356823587
2021-01-01,EST,Estonia,Import,World,710813,"Metals; gold, semi-manufactured",kg,1.32,False,1.32,False,0.0,False,9067.1,6869.015151515151
2021-01-01,FIN,Finland,Import,World,284330,Gold compounds,kg,1.349,False,1.104,False,0.0,False,55237.403,40946.92587101557
2021-01-01,FIN,Finland,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,149.728,False,150.393,False,0.0,False,6870760.05,45888.2777436418
2021-01-01,FIN,Finland,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,128.336,False,128.0,False,0.0,False,5883505.73,45844.54658085027
2021-01-01,FIN,Finland,Import,World,710813,"Metals; gold, semi-manufactured",kg,21.392,False,22.393,False,0.0,False,987254.32,46150.63201196709
2021-01-01,FRA,France,Import,World,284330,Gold compounds,kg,474.286,False,610.001,False,0.0,False,14288564.512,30126.473292485967
2021-01-01,FRA,France,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,2105.636,False,2609.684,False,0.0,False,103884730.76,49336.50961514716
2021-01-01,FRA,France,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,1166.078,False,1461.829,False,0.0,False,63989872.335,54876.15093930252
2021-01-01,FRA,France,Import,World,710813,"Metals; gold, semi-manufactured",kg,925.531,False,1115.55,False,0.0,False,39087971.234,42233.02216133225
2021-01-01,PYF,French Polynesia,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,0.02,False,0.02,False,0.0,False,136.904,6845.2
2021-01-01,PYF,French Polynesia,Import,World,710813,"Metals; gold, semi-manufactured",kg,0.02,False,0.02,False,0.0,False,136.904,6845.2
2021-01-01,GEO,Georgia,Import,World,284330,Gold compounds,kg,2.0,False,2.0,False,0.0,False,749.31,374.655
2021-01-01,DEU,Germany,Import,World,284330,Gold compounds,kg,27.466,False,27.745,False,0.0,False,132993.312,4842.107041433044
2021-01-01,DEU,Germany,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,10889.682,True,10892.271,True,0.0,False,645001630.922,59230.52949773924
2021-01-01,DEU,Germany,Import,World,710811,"Metals; gold, non-monetary, powder",kg,8.936,False,9.401,False,0.0,False,517562.962,57918.86324977619
2021-01-01,DEU,Germany,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,8497.696,False,8500.643,False,0.0,False,504113934.281,59323.60186584693
2021-01-01,DEU,Germany,Import,World,710813,"Metals; gold, semi-manufactured",kg,2383.05,True,2382.227,True,0.0,False,140370133.679,58903.56210696376
2021-01-01,GRC,Greece,Import,World,284330,Gold compounds,kg,2.352,False,15.0,False,0.0,False,54065.35,22986.968537414967
2021-01-01,GRC,Greece,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,12.608,False,69.0,False,0.0,False,815583.264,64687.75888324872
2021-01-01,GRC,Greece,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,3.479,False,5.0,False,0.0,False,209303.325,60161.92152917505
2021-01-01,GRC,Greece,Import,World,710813,"Metals; gold, semi-manufactured",kg,9.129,False,64.0,False,0.0,False,606279.939,66412.52481104175
2021-01-01,GTM,Guatemala,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,13.0,False,13.0,False,0.0,False,7661.0,589.3076923076923
2021-01-01,GTM,Guatemala,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,1.0,False,1.0,False,0.0,False,5965.0,5965.0
2021-01-01,GTM,Guatemala,Import,World,710813,"Metals; gold, semi-manufactured",kg,12.0,False,12.0,False,0.0,False,1696.0,141.33333333333334
2021-01-01,HUN,Hungary,Import,World,284330,Gold compounds,kg,1.58,False,2.0,False,0.0,False,42723.0,27039.87341772152
2021-01-01,HUN,Hungary,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,4.086,False,4.0,False,0.0,False,195387.0,47818.64904552129
2021-01-01,HUN,Hungary,Import,World,710813,"Metals; gold, semi-manufactured",kg,81.308,False,77.05,False,0.0,False,4443806.0,54653.9823879569
2021-01-01,ISL,Iceland,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,1.052,True,1.052,True,0.0,False,4259.089,4048.5636882129274
2021-01-01,IND,India,Import,World,284330,Gold compounds,kg,120.807,True,120.807,True,0.0,False,5745663.376,47560.68254323011
2021-01-01,IND,India,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,70516.0,False,70516.0,False,0.0,False,4035336591.826,57225.82948303931
2021-01-01,IND,India,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,70381.0,False,70381.0,False,0.0,False,4027572494.984,57225.280899447294
2021-01-01,IND,India,Import,World,710813,"Metals; gold, semi-manufactured",kg,135.0,False,135.0,False,0.0,False,7764096.842,57511.82845925926
2021-01-01,IDN,Indonesia,Import,World,284330,Gold compounds,kg,208.0,False,208.0,False,0.0,False,5030526.0,24185.221153846152
2021-01-01,IDN,Indonesia,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,2736.206,True,2736.206,True,0.0,False,163586851.0,59786.014284012235
2021-01-01,IDN,Indonesia,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,2710.0,False,2710.0,False,0.0,False,162930762.0,60122.052398523985
2021-01-01,IDN,Indonesia,Import,World,710813,"Metals; gold, semi-manufactured",kg,26.206,True,26.206,True,0.0,False,656089.0,25035.83148897199
2021-01-01,IRL,Ireland,Import,World,284330,Gold compounds,kg,1.195,False,3.051,False,0.0,False,7037.185,5888.857740585774
2021-01-01,IRL,Ireland,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,51.165,False,107.334,False,0.0,False,3004836.815,58728.365386494675
2021-01-01,IRL,Ireland,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,1.618,False,5.002,False,0.0,False,102797.433,63533.64215080346
2021-01-01,ISR,Israel,Import,World,284330,Gold compounds,kg,5.048,True,5.048,True,0.0,False,131000.0,25950.871632329636
2021-01-01,ISR,Israel,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,44.19,True,44.19,True,0.0,False,2202000.0,49830.278343516635
2021-01-01,ISR,Israel,Import,World,710811,"Metals; gold, non-monetary, powder",kg,0.025,True,0.025,True,0.0,False,1000.0,40000.0
2021-01-01,ISR,Israel,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,39.192,True,39.192,True,0.0,False,1957000.0,49933.65993059808
2021-01-01,ISR,Israel,Import,World,710813,"Metals; gold, semi-manufactured",kg,4.973,True,4.973,True,0.0,False,244000.0,49064.9507339634
2021-01-01,ITA,Italy,Import,World,284330,Gold compounds,kg,13.11,False,23.0,False,0.0,False,387672.0,29570.70938215103
2021-01-01,ITA,Italy,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,15360.928,False,0.0,False,0.0,False,670568763.908,43654.18312669651
2021-01-01,ITA,Italy,Import,World,710811,"Metals; gold, non-monetary, powder",kg,0.393,False,3.28,False,0.0,False,27111.785,68986.73027989821
2021-01-01,ITA,Italy,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,10207.179,False,0.0,False,0.0,False,540189382.809,52922.49531520903
2021-01-01,ITA,Italy,Import,World,710813,"Metals; gold, semi-manufactured",kg,5153.356,False,5157.0,False,0.0,False,130352269.314,25294.636992670406
2021-01-01,JPN,Japan,Import,World,284330,Gold compounds,kg,1.0,False,1.0,False,0.0,False,2420.534,2420.534
2021-01-01,JPN,Japan,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,718.593,False,718.593,False,0.0,False,41589405.113,57876.162324152894
2021-01-01,JPN,Japan,Import,World,710811,"Metals; gold, non-monetary, powder",kg,1.121,False,1.121,False,0.0,False,64727.575,57740.923282783224
2021-01-01,JPN,Japan,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,570.85,False,570.85,False,0.0,False,34196459.146,59904.45676797757
2021-01-01,JPN,Japan,Import,World,710813,"Metals; gold, semi-manufactured",kg,146.622,False,146.622,False,0.0,False,7328218.392,49980.34668740025
2021-01-01,KWT,Kuwait,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,1508.0,False,1508.0,False,0.0,False,65777370.0,43618.94562334217
2021-01-01,KWT,Kuwait,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,1508.0,False,1508.0,False,0.0,False,65777370.0,43618.94562334217
2021-01-01,KGZ,Kyrgyzstan,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,0.456,False,6.0,False,0.0,False,44106.0,96723.6842105263
2021-01-01,KGZ,Kyrgyzstan,Import,World,710813,"Metals; gold, semi-manufactured",kg,0.456,False,6.0,False,0.0,False,44106.0,96723.6842105263
2021-01-01,LVA,Latvia,Import,World,284330,Gold compounds,kg,0.006,False,0.006,False,0.0,False,2451.209,408534.8333333333
2021-01-01,LVA,Latvia,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,14.562,False,14.01,False,0.0,False,832983.928,57202.577118527675
2021-01-01,LVA,Latvia,Import,World,710813,"Metals; gold, semi-manufactured",kg,14.562,False,14.01,False,0.0,False,832983.928,57202.577118527675
2021-01-01,LTU,Lithuania,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,7.288,False,8.063,False,0.0,False,444760.0,61026.34467618002
2021-01-01,LTU,Lithuania,Import,World,710813,"Metals; gold, semi-manufactured",kg,7.288,False,8.063,False,0.0,False,444760.0,61026.34467618002
2021-01-01,LUX,Luxembourg,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,70.229,False,97.158,False,0.0,False,4159852.5,59232.688775292256
2021-01-01,LUX,Luxembourg,Import,World,710811,"Metals; gold, non-monetary, powder",kg,0.004,False,0.033,False,0.0,False,54.087,13521.75
2021-01-01,LUX,Luxembourg,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,38.604,False,43.656,False,0.0,False,2325557.395,60241.35827893483
2021-01-01,LUX,Luxembourg,Import,World,710813,"Metals; gold, semi-manufactured",kg,31.621,False,53.469,False,0.0,False,1834241.017,58007.05281300402
2021-01-01,MYS,Malaysia,Import,World,284330,Gold compounds,kg,483.92,False,483.92,False,0.0,False,4442163.68,9179.541411803602
2021-01-01,MYS,Malaysia,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,8213.97,False,8213.97,False,0.0,False,501215727.763,61019.91214516245
2021-01-01,MYS,Malaysia,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,52.35,False,52.35,False,0.0,False,3179973.756,60744.48435530086
2021-01-01,MYS,Malaysia,Import,World,710813,"Metals; gold, semi-manufactured",kg,8161.62,False,8161.62,False,0.0,False,498035754.007,61021.67878521667
2021-01-01,MLT,Malta,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,53.304,False,56.0,False,0.0,False,527375.101,9893.724692330781
2021-01-01,MLT,Malta,Import,World,710813,"Metals; gold, semi-manufactured",kg,53.304,False,56.0,False,0.0,False,527375.101,9893.724692330781
2021-01-01,MUS,Mauritius,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,50.0,False,50.0,False,0.0,False,3053059.806,61061.19612
2021-01-01,MUS,Mauritius,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,11.0,False,11.0,False,0.0,False,695098.226,63190.74781818182
2021-01-01,MUS,Mauritius,Import,World,710813,"Metals; gold, semi-manufactured",kg,39.0,False,39.0,False,0.0,False,2357961.58,60460.55333333334
2021-01-01,MEX,Mexico,Import,World,284330,Gold compounds,kg,55.152,True,55.152,True,0.0,False,2612367.0,47366.677545691906
2021-01-01,MEX,Mexico,Import,World,710813,"Metals; gold, semi-manufactured",kg,15135.0,False,15135.0,False,0.0,False,1634946.0,108.02418235877106
2021-01-01,MAR,Morocco,Import,World,284330,Gold compounds,kg,2.93,False,2.93,False,0.0,False,121331.511,41410.07201365187
2021-01-01,NLD,Netherlands,Import,World,284330,Gold compounds,kg,36.46,True,36.026,True,0.0,False,1077055.719,29540.749286889743
2021-01-01,NLD,Netherlands,Import,World,710811,"Metals; gold, non-monetary, powder",kg,10.065,False,10.0,False,0.0,False,2070.262,205.68922006954796
2021-01-01,NLD,Netherlands,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,458.083,True,457.89,True,0.0,False,28396854.394,61990.63137902956
2021-01-01,NZL,New Zealand,Import,World,284330,Gold compounds,kg,0.039,True,0.039,True,0.0,False,1187.77,30455.641025641024
2021-01-01,NZL,New Zealand,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,416.845,False,416.845,False,0.0,False,25714335.236,61688.002101500555
2021-01-01,NZL,New Zealand,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,70.906,False,70.906,False,83.0,False,4230478.415,59663.193735367946
2021-01-01,NZL,New Zealand,Import,World,710813,"Metals; gold, semi-manufactured",kg,345.939,False,345.939,False,0.0,False,21483856.822,62103.020538303
2021-01-01,NIC,Nicaragua,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,3.0,False,3.0,False,0.0,False,178900.73,59633.57666666667
2021-01-01,NIC,Nicaragua,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,3.0,False,3.0,False,0.0,False,178900.73,59633.57666666667
2021-01-01,NOR,Norway,Import,World,284330,Gold compounds,kg,225.0,False,225.0,False,0.0,False,105838.058,470.3913688888889
2021-01-01,NOR,Norway,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,2.0,False,2.0,False,0.0,False,732.852,366.426
2021-01-01,PAK,Pakistan,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,5.464,False,5.464,False,0.0,False,350073.215,64069.036420204975
2021-01-01,PAK,Pakistan,Import,World,710812,"Metals; gold, non-monetary, unwrought (but not powder)",kg,5.464,False,5.464,False,0.0,False,350073.215,64069.036420204975
2021-01-01,PHL,Philippines,Import,World,284330,Gold compounds,kg,42.8,False,42.8,False,46.5,False,1390249.0,32482.45327102804
2021-01-01,PHL,Philippines,Import,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",kg,818.654,True,818.654,True,1259.06,False,9592371.0,11717.246846653165
2021-01-01,PHL,Philippines,Import,World,710813,"Metals; gold, semi-manufactured",kg,814.342,False,814.342,False,1077.26,False,7472997.0,9176.730415476544
